HSD엔진,082740,0.33,0.48
현대중공업,329180,0.49,0.0
STX중공업,071970,0.2,0.51
대우조선해양,042660,0.07,0.3
한국카본,017960,0.39,0.62
상상인인더스트리,101000,0.04,0.49
현대미포조선,010620,0.32,0.41
한국조선해양,009540,0.3,0.13
오리엔탈정공,014940,0.58,0.79
인화정공,101930,0.0,0.51
대양전기공업,108380,0.31,0.6
삼성중공업,010140,0.15,0.6
삼성중공우,010145,0.15,0.6
일승,333430,1.0,0.71
케이에스피,073010,0.65,0.6
삼영엠텍,054540,0.19,0.55
세진중공업,075580,0.38,0.7
동방선기,099410,0.12,0.6
케이프,064820,0.47,0.63
STX엔진,077970,0.18,0.56
에스앤더블류,103230,0.14,0.55
한라IMS,092460,0.38,0.6
삼영이엔씨,065570,0.17,0.6
메디콕스,054180,0.91,1.0
