companyName,companyCode,companyDate,postsPerDay,volumePerDay
펄어비스,263750,2023.01.30,0.28,0.07
펄어비스,263750,2023.01.27,0.12,0.03
펄어비스,263750,2023.01.26,0.21,0.14
펄어비스,263750,2023.01.25,0.25,0.12
펄어비스,263750,2023.01.20,0.02,0.0
펄어비스,263750,2023.01.19,0.27,0.1
펄어비스,263750,2023.01.18,0.09,0.1
펄어비스,263750,2023.01.17,0.0,0.02
펄어비스,263750,2023.01.16,0.12,0.16
펄어비스,263750,2023.01.13,0.16,0.15
펄어비스,263750,2023.01.12,0.06,0.09
펄어비스,263750,2023.01.11,0.2,0.12
펄어비스,263750,2023.01.10,0.41,0.13
펄어비스,263750,2023.01.09,0.09,0.1
펄어비스,263750,2023.01.06,0.14,0.09
펄어비스,263750,2023.01.05,0.63,1.0
펄어비스,263750,2023.01.04,0.23,0.14
펄어비스,263750,2023.01.03,0.27,0.05
펄어비스,263750,2023.01.02,0.78,0.27
펄어비스,263750,2022.12.29,1.0,0.88
펄어비스,263750,2022.12.28,0.43,0.17
펄어비스,263750,2022.12.27,0.04,0.03
펄어비스,263750,2022.12.26,0.26,0.05
